Course,Title,A,B,C,D,F,P,N(P),W,I,Number,Professor
MBA,Information Systems,82%,15%,3%,0%,0%,0%,0%,0%,0%,8610,"Tripp, John Frederick"
MBA,"MBA8620McWhite, Kris Brian",41%,55%,2%,0%,1%,0%,0%,1%,0%,8620,"McWhite, Kris Brian"
MBA,"MBA8700Klein, Matthew Charles",81%,13.50%,5.50%,0%,0%,0%,0%,0%,0%,8700,"Klein, Matthew Charles"
MBA,Entrepr Finance,78%,19%,0%,0%,3%,0%,0%,0%,0%,8720,"Klein, Matthew Charles"
MBA,Enterprise Develpmnt,40%,60%,0%,0%,0%,0%,0%,0%,0%,8750,"Mino, Michael George"
MBA,"MBA8800Patterson, Jamie",0%,0%,0%,0%,0%,100%,0%,0%,0%,8800,"Patterson, Jamie"
MBA,"MBA8810Layton, Evguenia Passiouk",0%,0%,0%,0%,0%,95%,2.50%,1%,1%,8810,"Layton, Evguenia Passiouk"
MBA,MBA Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,8880,"Seawell, Kelli Riggins"
MBA,"MBA8990Box, Travis Stephenson",65.50%,13.50%,5%,0%,2.50%,0%,0%,14%,0%,8990,"Box, Travis Stephenson"
MBA,Advanced Leadership,80%,17%,2%,0%,0%,0%,0%,0%,0%,8990,"DePriest, Gail"
MBA,Social Media Strategy,82%,16%,2%,0%,0%,0%,0%,0%,0%,8990,"Fitzwater, Robert Andrew"
MBA,Sales Process Managemen,82%,12%,0%,0%,0%,0%,0%,0%,6%,8990,"Harrison, John Gary Evans"
MBA,Marketing Analytics,71%,25%,4%,0%,0%,0%,0%,0%,0%,8990,"Nath, Pravin"
MBA,Analytics & Application,92%,4%,0%,0%,0%,0%,0%,4%,0%,8990,"Tripp, John Frederick"
ME,Sophomore Seminar,69%,15%,7%,0%,0%,0%,0%,10%,0%,2000,"Schweisinger, Todd Alan"
ME,Statics & Dynamics,4%,15%,25%,15%,27%,0%,0%,13%,0%,2010,"Joseph, Paul F"
ME,Statics & Dynamics,3%,15%,22%,6%,37%,0%,0%,18%,0%,2010,"Liu, Gang"
ME,Founda Th/Fl Syst,48%,33%,17%,0%,2%,0%,0%,0%,0%,2030,"Brunt, Georgia Fleming"
ME,Founda Th/Fl Syst,8%,41%,27%,12%,4%,0%,0%,8%,0%,2030,"Dutta, Sandip"
ME,Founda Th/Fl Syst,51%,37%,8%,0%,0%,0%,0%,2%,2%,2030,"Han, Yiqiang"
ME,Founda Th/Fl Syst,16%,38%,38%,0%,0%,0%,0%,8%,0%,2030,"Kung, Ethan"
ME,"ME2040Abdeljawad, Fadi F",38.50%,48%,13%,0.50%,0%,0%,0%,0%,0%,2040,"Abdeljawad, Fadi F"
ME,Mechanics of Materials,14%,39%,18%,16%,7%,0%,0%,5%,0%,2040,"Liu, Gang"
ME,"ME2220Byrd, Douglas Scott",54%,38.90%,2.90%,0.60%,0.60%,0%,0%,3.10%,0%,2220,"Byrd, Douglas Scott"
ME,CI - PLM Processes,75%,25%,0%,0%,0%,0%,0%,0%,0%,2900,"Wagner, John R"
ME,Thermodynamics,8%,30%,24%,8%,16%,0%,0%,14%,0%,3030,"Saylor, John R"
ME,Thermodynamics,28%,35%,20%,4%,6%,0%,0%,6%,2%,3030,"Xuan, Xiangchun"
ME,"ME3040Ochterbeck, Jay M",37%,30%,32%,0%,0%,0%,0%,1.50%,0%,3040,"Ochterbeck, Jay M"
ME,Heat Transfer,20%,34%,36%,2%,5%,0%,0%,0%,2%,3040,"Zhao, Xin"
ME,Model/an Dy Syst,25%,37%,25%,8%,3%,0%,0%,2%,0%,3050,"Byrd, Douglas Scott"
ME,Model/an Dy Syst,52%,28%,12%,2%,3%,0%,0%,3%,0%,3050,"Lv, Ge"
ME,Fund Machine Design,38%,31%,23%,2%,6%,0%,0%,0%,0%,3060,"Brunt, Georgia Fleming"
ME,Fund Machine Design,72%,21%,3%,2%,0%,0%,0%,2%,0%,3060,"Meng, Zhaoxu"
ME,"ME3070Northington, Jay Stanford",63%,22.50%,8.50%,0%,3%,0%,0%,1.50%,1%,3070,"Northington, Jay Stanford"
ME,Fluid Mechanics,55%,22%,16%,4%,0%,0%,0%,2%,0%,3080,"Li, Zhen"
ME,Fluid Mechanics,14%,42%,22%,17%,0%,0%,0%,6%,0%,3080,"Tong, Chenning"
ME,Thermo/Heat Transfer,10%,26%,39%,16%,3%,0%,0%,6%,0%,3100,"Dutta, Sandip"
ME,Manuf Processes,48%,43%,3%,3%,3%,0%,0%,3%,0%,3120,"Choi, Hong Seok"
ME,Manuf Processes,80%,15%,3%,0%,0%,0%,0%,2%,0%,3120,"Martinez-Duarte, Rodrigo"
ME,"ME3330Han, Yiqiang",63.57%,29.86%,2.86%,0%,2%,0%,0%,0.86%,0.86%,3330,"Han, Yiqiang"
ME,Senior Seminar,91%,2%,3%,0%,3%,0%,0%,0%,0%,4000,"Kelkar, Atul Gajanan"
ME,Mech Engr Design,71%,29%,0%,0%,0%,0%,0%,0%,0%,4010,"Guggisberg, Timothy John"
ME,Mech Engr Design,87%,13%,0%,0%,0%,0%,0%,0%,0%,4010,"Northington, Jay Stanford"
ME,"ME4020Guggisberg, Timothy John",71.20%,25.20%,3.80%,0%,0%,0%,0%,0%,0%,4020,"Guggisberg, Timothy John"
ME,"ME4030Riley, Hubert Bryan",29.50%,55%,10%,2.50%,3.50%,0%,0%,0%,0%,4030,"Riley, Hubert Bryan"
ME,Control Dynamic Systems,30%,57%,13%,0%,0%,0%,0%,0%,0%,4030,"Wang, Yue"
ME,F E A in M E Design,26%,37%,26%,7%,5%,0%,0%,0%,0%,4180,"Myers, Oliver J"
ME,Design Gas Turbines,48%,24%,18%,6%,3%,0%,0%,0%,0%,4220,"Som, Abhijit"
ME,Intro Aerodynamics,47%,42%,11%,0%,0%,0%,0%,0%,0%,4230,"Li, Zhen"
ME,Aircraft Conceptual Design,38%,50%,3%,0%,3%,0%,0%,6%,0%,4250,"Figliola, Richard S"
ME,Nuclear Energy,33%,33%,10%,7%,0%,0%,0%,17%,0%,4260,"Watkins, Richard J"
ME,Mech Comp Materials,13%,80%,3%,0%,3%,0%,0%,0%,0%,4300,"Li, Gang"
ME,Materials for Aggressive E,56%,36%,3%,5%,0%,0%,0%,0%,0%,4400,"Pataky, Garrett J"
ME,"ME4440Schweisinger, Todd Alan",51.57%,47.71%,0%,0%,0%,0%,0%,0.86%,0%,4440,"Schweisinger, Todd Alan"
ME,Digital Automotive Manufa,80%,0%,20%,0%,0%,0%,0%,0%,0%,4620,"Krugh, Matthew Charles"
ME,Sel Topics: Comp Matls En,67%,22%,11%,0%,0%,0%,0%,0%,0%,4930,"Martinez Saez, Enrique"
ME,Sel Topics - Mechatronics,38%,59%,3%,0%,0%,0%,0%,0%,0%,4930,"Wagner, John R"
ME,Intro Aerodynamics,59%,29%,12%,0%,0%,0%,0%,0%,0%,6230,"Li, Zhen"
ME,Aircraft Conceptual Design,50%,38%,0%,0%,0%,0%,0%,13%,0%,6250,"Figliola, Richard S"
ME,Mech Comp Materials,71%,29%,0%,0%,0%,0%,0%,0%,0%,6300,"Li, Gang"
ME,Materials for Aggressive E,50%,43%,7%,0%,0%,0%,0%,0%,0%,6400,"Pataky, Garrett J"
ME,Nonlinear Dynamics and C,20%,60%,0%,0%,0%,0%,0%,20%,0%,6500,"Bostwick, Joshua B"
ME,Sel Topics: Comp Matls En,60%,40%,0%,0%,0%,0%,0%,0%,0%,6930,"Martinez Saez, Enrique"
ME,Exp Meth Thermal Sci,53%,47%,0%,0%,0%,0%,0%,0%,0%,8120,"Tong, Chenning"
ME,Intro to Fin Ele Ana,50%,44%,3%,0%,0%,0%,0%,3%,0%,8180,"Li, Gang"
ME,Cp Meth in Therm Sc,70%,30%,0%,0%,0%,0%,0%,0%,0%,8190,"Miller, Richard S"
ME,Mod Cont Engr,50%,39%,11%,0%,0%,0%,0%,0%,0%,8200,"Vahidi, Ardalan"
ME,Convective Ht Trans,45%,36%,18%,0%,0%,0%,0%,0%,0%,8310,"Zhao, Xin"
ME,Theory of Elast I,19%,57%,19%,0%,5%,0%,0%,0%,0%,8370,"Zhao, Huijuan"
ME,Design Automatn for Mech,81%,11%,4%,0%,0%,0%,0%,0%,4%,8720,"Turner, Cameron"
ME,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,8910,"Wagner, John R"
ME,Sel Topics ME: Advanced,67%,33%,0%,0%,0%,0%,0%,0%,0%,8930,"Choi, Hong Seok"
ME,Sel Topics - Mechatronics,77%,23%,0%,0%,0%,0%,0%,0%,0%,8930,"Wagner, John R"
ME,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Abdeljawad, Fadi F"
ME,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Li, Gang"
ME,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Tallapragada, Phanindra"
ME,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Vaidya, Umesh G"
ME,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Wang, Yue"
MGT,Principles of Management,41%,29%,20%,5%,2%,0%,0%,2%,0%,2010,"Balts, Keith W"
MGT,Principles of Management,89%,11%,0%,0%,0%,0%,0%,0%,0%,2010,"Chen, Yao"
MGT,Principles of Management,51%,38%,9%,1%,0%,0%,0%,0%,0%,2010,"Clark, Katherine D"
MGT,Principles of Management,69%,26%,3%,0%,3%,0%,0%,0%,0%,2010,"Kim, Jaeyoung"
MGT,Principles of Management,93%,3%,0%,0%,0%,0%,0%,3%,0%,2010,"Laxton, Sheena Elizabeth Pope"
MGT,Principles of Management,80%,7%,0%,5%,0%,0%,0%,7%,0%,2010,"Liu, Shuang"
MGT,Principles of Management,25%,36%,33%,4%,1%,0%,0%,1%,0%,2010,"Mann, Christopher R"
MGT,Principles of Management,82%,8%,5%,0%,3%,0%,0%,3%,0%,2010,"Preedom, Jonathan Charles"
MGT,Principles of Management,40%,37%,17%,2%,2%,0%,0%,2%,1%,2010,"Sagarnaga Castillo, Jose Alfredo"
MGT,Principles of Management,86%,11%,0%,3%,0%,0%,0%,0%,0%,2010,"TIAN, JINGYUAN"
MGT,Principles of Management,86%,8%,3%,0%,3%,0%,0%,0%,0%,2010,"Ye, Hongli"
MGT,Management PC Applicati,83%,11%,3%,0%,2%,0%,0%,1%,0%,2180,"Sagarnaga Castillo, Jose Alfredo"
MGT,Management PC Applicati,77%,16%,2%,0%,5%,0%,0%,0%,0%,2180,"Snider, Jeromy Blake"
MGT,Management PC Applicati,84%,11%,3%,2%,0%,0%,0%,1%,0%,2180,"Toole, Ryan A"
MGT,Human Resource Manage,21%,41%,34%,1%,1%,0%,0%,1%,0%,3070,"Harrison, Priscilla R"
MGT,Human Resource Manage,55%,30%,12%,0%,0%,0%,0%,3%,0%,3070,"Scott, Kristin L Damato"
MGT,Human Resource Manage,32%,47%,11%,4%,4%,0%,0%,2%,0%,3070,"Snider, Jeromy Blake"
MGT,"MGT3070Spooner, Leonard Joseph",65.33%,32.67%,1%,0%,2%,0%,0%,0%,0%,3070,"Spooner, Leonard Joseph"
MGT,Intermed Business Statistic,71%,18%,3%,3%,5%,0%,0%,0%,0%,3100,"Ajjuguttu, Maneeshreddy"
MGT,Intermed Business Statistic,31%,40%,18%,4%,3%,0%,0%,4%,0%,3100,"Akturk, Mustafa Serkan"
MGT,"MGT3100Peyton, David Ford",80%,18.50%,1.50%,0%,0%,0%,0%,0%,0%,3100,"Peyton, David Ford"
MGT,Intermed Business Statistic,79%,10%,0%,5%,3%,0%,0%,3%,0%,3100,"Seyed Haeri, Seyed Amin"
MGT,Intermed Business Statistic,38%,11%,27%,4%,13%,0%,0%,7%,0%,3100,"Snider, Jeromy Blake"
MGT,Intermed Business Statistic,37%,35%,20%,0%,2%,0%,0%,6%,0%,3100,"Wiles, Benjamin Christopher"
MGT,"MGT3100Yoder, Sara Elizabeth",18%,21%,22%,7%,11.50%,0%,0%,21%,0%,3100,"Yoder, Sara Elizabeth"
MGT,Decision Models for Mana,30%,45%,23%,0%,1%,0%,0%,1%,0%,3120,"Akturk, Mustafa Serkan"
MGT,Decision Models for Mana,30%,30%,27%,5%,5%,0%,0%,3%,0%,3120,"DeToma, Daniel Allan"
MGT,"MGT3120Peyton, David Ford",51.50%,35.50%,9%,0%,2%,0%,0%,3%,0%,3120,"Peyton, David Ford"
MGT,Mgt of Info Systems,55%,26%,12%,2%,2%,0%,0%,2%,0%,3180,"Abbaraju, Pranith"
MGT,"MGT3180Dutchak, Iaroslava Volodymyrivna",38%,45.50%,11%,1%,3%,0%,0%,2%,0%,3180,"Dutchak, Iaroslava Volodymyrivna"
MGT,Mgt of Info Systems,36%,38%,18%,8%,0%,0%,0%,0%,0%,3180,"Ke, Zhihong"
MGT,Mgt of Info Systems,54%,27%,11%,3%,3%,0%,0%,3%,0%,3180,"Kwag, Giyoon"
MGT,Mgt of Info Systems,75%,17%,4%,2%,2%,0%,0%,0%,0%,3180,"McKenzie, Kevin M"
MGT,Mgt of Info Systems,55%,31%,7%,0%,5%,0%,0%,2%,0%,3180,"Pius Nedumkallel, Jose"
MGT,Mgt of Info Systems,45%,47%,6%,0%,0%,0%,0%,2%,0%,3180,"Shirzadibabakan, Ali"
MGT,Business Intel/Data Analyti,89%,5%,0%,3%,0%,0%,0%,3%,0%,3500,"Mo, Jiahui"
MGT,"MGT3900Grant, Benjamin Noah",46%,43%,9.50%,0%,0.50%,0%,0%,0.50%,0%,3900,"Grant, Benjamin Noah"
MGT,"MGT3900Leffakis, Zachary Moran",14%,48.50%,31%,2%,0%,0%,0%,5%,0%,3900,"Leffakis, Zachary Moran"
MGT,"MGT3900Sridharan, V",2.50%,30.50%,26%,5%,6.50%,0%,0%,29%,0%,3900,"Sridharan, V"
MGT,Mgt of Organizational Beh,74%,24%,3%,0%,0%,0%,0%,0%,0%,4000,"Ferrise, Emily Isabel"
MGT,Mgt of Organizational Beh,38%,41%,13%,3%,3%,0%,0%,3%,0%,4000,"Krivacek, Sara Joy"
MGT,Mgt of Organizational Beh,36%,33%,28%,3%,0%,0%,0%,0%,0%,4000,"Roth, Philip L"
MGT,Mgt of Organizational Beh,68%,20%,8%,3%,3%,0%,0%,0%,0%,4000,"Suh, Hyunji"
MGT,Ops Pln and Ctl,13%,22%,53%,3%,3%,0%,0%,6%,0%,4020,"Leffakis, Zachary Moran"
MGT,Lean Operations,18%,21%,53%,3%,0%,0%,0%,5%,0%,4080,"Leffakis, Zachary Moran"
MGT,Project Management,33%,51%,10%,0%,5%,0%,0%,0%,0%,4110,"Purvis, Russell L."
MGT,Supplier Management,57%,32%,5%,0%,3%,0%,0%,3%,0%,4120,"Colak, Ahmet"
MGT,"MGT4150Ingram, Amy Elizabeth",50.33%,44.67%,3.33%,1.67%,0.33%,0%,0%,0.33%,0%,4150,"Ingram, Amy Elizabeth"
MGT,Business Strategy,76%,24%,0%,0%,0%,0%,0%,0%,0%,4150,"Kiley, Jason Thomas"
MGT,"MGT4150Liddle, James W",30.40%,56.60%,13.20%,0.40%,0%,0%,0%,0%,0%,4150,"Liddle, James W"
MGT,"MGT4150Sevilla Rovirosa, Ondina",81.50%,16%,0%,0%,0%,0%,0%,2%,0%,4150,"Sevilla Rovirosa, Ondina"
MGT,Special Topics Hr,39%,25%,33%,0%,0%,0%,0%,3%,0%,4160,"Scott, Kristin L Damato"
MGT,Intern Bus Mgt,31%,14%,52%,0%,0%,0%,0%,3%,0%,4230,"Elwell-Chalmers, Stacy Jean"
MGT,Intern Bus Mgt,55%,45%,0%,0%,0%,0%,0%,0%,0%,4230,"Sevilla Rovirosa, Ondina"
MGT,Intern Bus Mgt,15%,56%,30%,0%,0%,0%,0%,0%,0%,4230,"Simsek, Monica Maciel Lopes"
MGT,Intern Bus Mgt,19%,15%,50%,8%,6%,0%,0%,2%,0%,4230,"Stewart, Wayne H"
MGT,Global Supply Chain Mana,61%,22%,7%,2%,2%,0%,0%,5%,0%,4240,"Colak, Ahmet"
MGT,Managing Improvement,27%,41%,32%,0%,0%,0%,0%,0%,0%,4270,"Fredendall, Lawrence D"
MGT,Emp Rights & Resp,38%,55%,5%,0%,0%,0%,0%,0%,3%,4310,"Spooner, Leonard Joseph"
MGT,Pers Interviewing,51%,30%,11%,3%,3%,0%,0%,3%,0%,4350,"Roth, Philip L"
MGT,Desc & Pred Business Anal,22%,39%,28%,3%,3%,0%,0%,6%,0%,4500,"Ke, Zhihong"
MGT,Business Analysis,38%,47%,12%,3%,0%,0%,0%,0%,0%,4520,"Kim, Hongki"
MGT,Business Analytics Progra,50%,38%,5%,5%,0%,0%,0%,2%,0%,4540,"Kim, Hongki"
MGT,Business Data Managemen,37%,49%,12%,2%,0%,0%,0%,0%,0%,4560,"Li, He"
MGT,CI in MGT - Service Leaders,69%,23%,8%,0%,0%,0%,0%,0%,0%,4970,"Peschiera, Gabriela Maria"
MGT,"MGT4970Toole, Ryan A",91.50%,2%,0%,0%,0%,0%,0%,6.50%,0%,4970,"Toole, Ryan A"
MGT,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Kettinger, William J"
MICR,General Microbiology,33%,33%,24%,7%,3%,0%,0%,0%,1%,3050,"Abercrombie, John G"
MICR,General Microbiology,38%,32%,22%,7%,1%,0%,0%,1%,0%,3050,"Rudolph, Krista Barrier"
MICR,Microbial Diversity,67%,23%,7%,0%,3%,0%,0%,0%,0%,3070,"Whitehead, Kristi James"
MICR,"MICR4000Whitehead, Kristi James",70.50%,17%,8%,3%,0.50%,0%,0%,2%,0%,4000,"Whitehead, Kristi James"
MICR,Food and Dairy Microbiolo,33%,41%,23%,3%,0%,0%,0%,1%,0%,4070,"Jiang, Xiuping"
MICR,Pathogenic Bact,37%,37%,19%,7%,0%,0%,0%,0%,0%,4110,"Seekatz, Anna Maria"
MICR,Bacterial Physiology,8%,46%,30%,8%,8%,0%,0%,0%,0%,4120,"Kurtz, Harry D."
MICR,Industrial Micro,58%,34%,8%,0%,0%,0%,0%,0%,0%,4130,"Tzeng, Tzuen-Rong Jeremy"
MICR,Basic Immunology,78%,20%,0%,0%,0%,0%,0%,3%,0%,4140,"Rice, Charles D"
MICR,"MICR4500Kurtz, Harry D.",57%,35%,8.33%,0%,0%,0%,0%,0%,0%,4500,"Kurtz, Harry D."
MICR,Sr Sem: Human Microbiom,94%,6%,0%,0%,0%,0%,0%,0%,0%,4930,"Rudolph, Krista Barrier"
MICR,Pathogenic Bact,0%,60%,40%,0%,0%,0%,0%,0%,0%,6110,"Seekatz, Anna Maria"
MICR,Basic Immunology,78%,22%,0%,0%,0%,0%,0%,0%,0%,6140,"Rice, Charles D"
MICR,Concepts in Microbiology I,50%,50%,0%,0%,0%,0%,0%,0%,0%,8010,"Cao, Min"
MICR,Micro Journal Club,0%,0%,0%,0%,0%,100%,0%,0%,0%,8070,"Cao, Min"
MKT,"MKT3010Fine, Amanda Cooper",51.50%,35.50%,11%,1.50%,0.50%,0%,0%,0.50%,0%,3010,"Fine, Amanda Cooper"
MKT,Principles of Marketing,55%,32%,10%,1%,1%,0%,0%,0%,0%,3010,"Forcum, Lura E"
MKT,"MKT3010Gaubert, James G",51.33%,34.67%,7.67%,2.33%,1%,0%,0%,3.67%,0%,3010,"Gaubert, James G"
MKT,"MKT3020Ho, Cony Ming Shen",85.25%,12.75%,1%,0%,0.50%,0%,0%,0.25%,0%,3020,"Ho, Cony Ming Shen"
MKT,"MKT3020Thyroff, Anastasia Elizabeth",50.50%,31%,13.50%,4%,1%,0%,0%,0%,0%,3020,"Thyroff, Anastasia Elizabeth"
MKT,Sports Marketing,92%,8%,0%,0%,0%,0%,0%,0%,0%,3210,"Flynn, Kevin Andrew"
MKT,"MKT3310Aragon, Oriana Rachel",79.50%,16.50%,4.50%,0%,0%,0%,0%,0%,0%,3310,"Aragon, Oriana Rachel"
MKT,"MKT3310Wang, Xianyong",76%,14.50%,7.50%,1%,1%,0%,0%,0%,0%,3310,"Wang, Xianyong"
MKT,CI:Sales Experiential,95%,0%,0%,0%,0%,0%,0%,5%,0%,3980,"McElveen, Carter Willis"
MKT,"MKT4200Beeler, Lisa L",69%,28%,1.50%,0%,0%,0%,0%,1.50%,0%,4200,"Beeler, Lisa L"
MKT,"MKT4200McElveen, Carter Willis",89.67%,10.33%,0%,0%,0%,0%,0%,0%,0%,4200,"McElveen, Carter Willis"
MKT,Professional Selling,38%,62%,0%,0%,0%,0%,0%,0%,0%,4200,"Moore, Jesse N"
MKT,"MKT4230Cauley, Michele Melton",57%,35%,6%,2%,0%,0%,0%,0%,0%,4230,"Cauley, Michele Melton"
MKT,International Marketing,89%,6%,4%,0%,0%,0%,0%,1%,0%,4270,"Moore, Jesse N"
MKT,"MKT4270Poehlman, Thomas A",91%,9%,0%,0%,0%,0%,0%,0%,0%,4270,"Poehlman, Thomas A"
MKT,"MKT4270Wang, Xianyong",78%,14%,6%,0%,1%,0%,0%,0%,0%,4270,"Wang, Xianyong"
MKT,"MKT4310Giebelhausen, Michael David",52.50%,33.50%,11%,3%,0%,0%,0%,0%,0%,4310,"Giebelhausen, Michael David"
MKT,"MKT4310Weathers, Peter D",31%,60%,8%,1.50%,0%,0%,0%,0%,0%,4310,"Weathers, Peter D"
MKT,Sport Mkt Strategy,20%,50%,28%,3%,0%,0%,0%,0%,0%,4330,"Fine, Amanda Cooper"
MKT,"MKT4500Cauley, Michele Melton",51.50%,39.50%,7.50%,1.50%,0%,0%,0%,0%,0%,4500,"Cauley, Michele Melton"
MKT,Strategic Mktg Mgt,31%,40%,24%,2%,2%,0%,0%,0%,0%,4500,"Raymond, Mary Anne"
MKT,"MKT4500Tower, Annette Popp",26%,48.50%,22.50%,1.50%,0%,0%,0%,1.50%,0%,4500,"Tower, Annette Popp"
MKT,Qualitative Research Meth,76%,21%,3%,0%,0%,0%,0%,0%,0%,4950,"Siemens, Jennifer Dianne"
MSE,Intro to Materials Science,38%,35%,13%,4%,2%,0%,0%,6%,1%,2100,"Kennedy, Marian S"
MSE,Intro to Materials Science,65%,22%,12%,1%,0%,0%,0%,0%,0%,2100,"Pani, Rakhee"
MSE,Intro to Materials Science,13%,19%,16%,9%,4%,0%,0%,3%,36%,2100,"Weirich, Kimberly L"
MSE,Intro to Metals and Cerami,54%,21%,18%,7%,0%,0%,0%,0%,0%,3100,"Kennedy, Marian S"
MSE,Materials Processing,37%,47%,11%,4%,1%,0%,0%,1%,0%,3190,"Tang, Ming"
MSE,Transport Phenomena,46%,33%,13%,0%,4%,0%,0%,4%,0%,3270,"Schiller, Ulf Daniel"
MSE,Fundamentals of Solid Stat,33%,7%,30%,26%,4%,0%,0%,0%,0%,4020,"Jacobsohn, Luiz Gustavo"
MSE,Polymer Science & Enginee,51%,27%,14%,4%,2%,0%,0%,2%,0%,4150,"Pani, Rakhee"
MSE,Mech Behavior of Mat,68%,29%,4%,0%,0%,0%,0%,0%,0%,4220,"Blouin, Vincent Yves Marie"
MSE,Polymer Science & Enginee,71%,29%,0%,0%,0%,0%,0%,0%,0%,6150,"Pani, Rakhee"
MSE,Seminar in Materials Resea,0%,0%,0%,0%,0%,100%,0%,0%,0%,8000,"Kuksenok, Olga"
MSE,Phase Equil Mat Sys,15%,75%,5%,0%,0%,0%,0%,5%,0%,8260,"Foulger, Stephen H."
MSE,Polymer Science II,56%,22%,22%,0%,0%,0%,0%,0%,0%,8520,"Luzinov, Igor A."
MSE,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Tong, Jianhua"
MUSC,Beginning Class Guitar,82%,0%,0%,0%,0%,0%,0%,18%,0%,1110,"Stevenson, David E"
MUSC,Music Theory I,65%,29%,6%,0%,0%,0%,0%,0%,0%,1420,"Jacobus, Rhea Beth"
MUSC,Aural Skills I,41%,35%,18%,6%,0%,0%,0%,0%,0%,1430,"Jacobus, Rhea Beth"
MUSC,Music Theory II,45%,9%,27%,9%,0%,0%,0%,9%,0%,1440,"Jacobus, Rhea Beth"
MUSC,Aural Skills II,36%,36%,18%,0%,0%,0%,0%,9%,0%,1450,"Jacobus, Rhea Beth"
MUSC,Applied Music,75%,0%,25%,0%,0%,0%,0%,0%,0%,1510,"Blandon Kovar, Emily Caroline"
MUSC,Applied Music,71%,14%,0%,0%,7%,0%,0%,7%,0%,1510,"Doyel, Jonathan Edward"
MUSC,Applied Music,80%,0%,0%,0%,0%,0%,0%,20%,0%,1510,"Knight, Adam Michael"
MUSC,Applied Music,63%,38%,0%,0%,0%,0%,0%,0%,0%,1520,"Doyel, Jonathan Edward"
MUSC,Intro to Music Tech,42%,58%,0%,0%,0%,0%,0%,0%,0%,1800,"Altstatt, Hamilton S"
MUSC,Music in the Western Worl,97%,0%,0%,0%,0%,0%,0%,3%,0%,2100,"Conley, David A."
MUSC,Music in the Western Worl,38%,50%,3%,3%,0%,0%,0%,6%,0%,2100,"Jacobus, Rhea Beth"
MUSC,Music in the Western Worl,63%,22%,9%,3%,0%,0%,0%,3%,0%,2100,"Kibler, Lea F"
MUSC,Music in the Western Worl,86%,9%,5%,0%,0%,0%,0%,0%,0%,2100,"Warlick, Leslie Taylor"
MUSC,Applied Music,60%,40%,0%,0%,0%,0%,0%,0%,0%,2510,"Doyel, Jonathan Edward"
MUSC,Applied Music,67%,0%,0%,0%,33%,0%,0%,0%,0%,2520,"Hurlburt, Timothy Ray"
MUSC,Applied Music for Majors,75%,25%,0%,0%,0%,0%,0%,0%,0%,2540,"Odom, Lisa Sain"
MUSC,History of Jazz,92%,4%,0%,0%,4%,0%,0%,0%,0%,3120,"Lapin, Eric J"
MUSC,World Music,67%,24%,3%,3%,3%,0%,0%,0%,0%,3140,"Buyer, Paul L"
MUSC,Hist of Audio Tech,71%,18%,6%,0%,6%,0%,0%,0%,0%,3180,"Whisler, Bruce Allen"
MUSC,Symphony Orchestra,96%,0%,0%,0%,0%,0%,0%,4%,0%,3690,"Hicken, Leslie W"
MUSC,Clemson University Singers,96%,4%,0%,0%,0%,0%,0%,0%,0%,3700,"Bernarducci, Anthony"
MUSC,Men's Chorus,93%,0%,0%,0%,5%,0%,0%,2%,0%,3720,"Bernarducci, Anthony"
MUSC,Mus Hist Since 1750,74%,5%,5%,0%,0%,0%,0%,16%,0%,4160,"Li-Bleuel, Linda L"
NPL,"NPL3000Brookover, Corey Douglas",71.67%,24.33%,4.33%,0%,0%,0%,0%,0%,0%,3000,"Brookover, Corey Douglas"
NPL,"NPL3000George, Lauren Elizabeth",78.25%,14.75%,5.25%,1.75%,0%,0%,0%,0%,0%,3000,"George, Lauren Elizabeth"
NPL,"NPL3000McGuire, Francis A",64.50%,30.50%,3.50%,1.50%,0%,0%,0%,0%,0%,3000,"McGuire, Francis A"
NPL,Nonprofit Leadership,78%,22%,0%,0%,0%,0%,0%,0%,0%,3000,"Phillips, Joan Laura"
NPL,"NPL3000Townsend, Jeffrey D",70%,24.50%,3.50%,0%,2%,0%,0%,0%,0%,3000,"Townsend, Jeffrey D"
NPL,NPL Stakeholders,91%,6%,0%,0%,3%,0%,0%,0%,0%,3010,"Backman, Sheila J"
NPL,"NPL3020Phillips, Joan Laura",88.50%,8%,0%,0%,2%,0%,0%,0%,2%,3020,"Phillips, Joan Laura"
NPL,"NPL3030Boulware, Callie Kaiser",78.50%,17.50%,2%,0%,2%,0%,0%,0%,0%,3030,"Boulware, Callie Kaiser"
NPL,NPL Risk Management,68%,24%,8%,0%,0%,0%,0%,0%,0%,3040,"Brookover, Robert S"
NPL,NPL Risk Management,56%,26%,15%,4%,0%,0%,0%,0%,0%,3040,"Dubin, Alexsandra J"
